threshold,tp,fp,fn,tn,precision,recall,f1,fn_loss,fp_loss,total_cost,savings
0.10355137844611528,3856,51096,208,62948,0.07017033047022857,0.9488188976377953,0.13067642673173377,2011239.845,162892053.70099998,164903293.54599997,-106962874.98599997
0.10605263157894737,3852,50285,212,63759,0.0711528160038421,0.9478346456692913,0.13236885964158693,2056250.595,161045968.207,163102218.802,-105161800.24199998
0.10855388471177944,3848,49478,216,64566,0.07215992198927353,0.9468503937007874,0.13410001742463842,2094121.345,158972693.542,161066814.887,-103126396.32699999
0.11105513784461153,3840,48641,224,65403,0.07316933747451458,0.9448818897637795,0.13582102750022107,2275394.34,156522781.669,158798176.009,-100857757.449
0.1135563909774436,3831,47868,233,66176,0.0741020135785992,0.9426673228346457,0.1374029374316303,2370060.84,154615114.425,156985175.26500002,-99044756.70500001
0.11605764411027569,3826,47100,238,66944,0.07512861799473747,0.9414370078740157,0.1391525731951264,2451162.34,152434224.92599997,154885387.26599997,-96944968.70599997
0.11855889724310777,3823,46350,241,67694,0.07619636059235046,0.9406988188976378,0.14097387392370522,2726070.375,150251539.93000004,152977610.30500004,-95037191.74500003
0.12106015037593984,3815,45615,249,68429,0.07717985029334412,0.93873031496063,0.14263281863386548,2784192.4800000004,148390206.953,151174399.433,-93233980.873
0.12356140350877193,3810,44978,254,69066,0.07809297368205297,0.9375,0.14417619011579502,2823115.79,146731028.335,149554144.125,-91613725.565
0.12606265664160402,3804,44304,260,69740,0.0790720878024445,0.9360236220472441,0.1458253469293874,2875279.98,144861352.222,147736632.202,-89796213.64199999
0.12856390977443607,3799,43622,265,70422,0.08011218658400286,0.9347933070866141,0.14757696416431967,2897098.485,142902513.23,145799611.715,-87859193.155
0.13106516290726816,3791,42926,273,71118,0.0811481901663206,0.9328248031496063,0.14930781197692047,2977168.95,140850102.916,143827271.866,-85886853.306
0.13356641604010025,3782,42290,282,71754,0.0820889043236673,0.9306102362204725,0.1508696345939046,3054161.2300000004,139222509.984,142276671.214,-84336252.65399998
0.13606766917293234,3775,41704,289,72340,0.08300534312539853,0.9288877952755905,0.15239287083947278,3111576.98,137447043.971,140558620.95099998,-82618202.39099997
0.1385689223057644,3771,41083,293,72961,0.08407276942970526,0.9279035433070866,0.1541763767938182,3166048.23,135683844.639,138849892.869,-80909474.30899999
0.14107017543859648,3763,40457,301,73587,0.08509724106739032,0.9259350393700787,0.15586943915168586,3320580.4800000004,133971531.753,137292112.233,-79351693.67300001
0.14357142857142857,3754,39901,310,74143,0.0859924407284389,0.9237204724409449,0.15733774806680775,3389131.325,132201031.727,135590163.052,-77649744.49199998
0.14607268170426066,3742,39316,322,74728,0.08690603372195643,0.9207677165354331,0.1588217817579899,3486613.125,130366963.62900001,133853576.75400001,-75913158.194
0.14857393483709272,3737,38710,327,75334,0.08803920182816218,0.9195374015748031,0.1606931693577863,3524756.73,128558851.53700002,132083608.26700002,-74143189.70700002
0.1510751879699248,3735,38162,329,75882,0.08914719430985513,0.9190452755905512,0.16252910075933943,3544246.73,127059314.49800001,130603561.22800002,-72663142.66800001
0.1535764411027569,3732,37633,332,76411,0.09022120149885168,0.9183070866141733,0.16430033678927558,3571739.23,125449640.733,129021379.963,-71080961.403
0.15607769423558898,3727,37123,337,76921,0.09123623011015912,0.9170767716535433,0.16596161553190542,3602840.415,124116113.405,127718953.82000001,-69778535.26
0.15857894736842104,3717,36588,347,77456,0.09222180870859695,0.9146161417322834,0.16754941513218688,3662740.305,122401743.31799999,126064483.623,-68124065.063
0.16108020050125313,3714,36093,350,77951,0.09330017333634788,0.9138779527559056,0.16931458138633723,3685681.0549999997,120824800.21399999,124510481.269,-66570062.70899999
0.16358145363408522,3708,35622,356,78422,0.094279176201373,0.9124015748031497,0.1708992026547449,3746581.2049999996,119493160.79800001,123239742.003,-65299323.443
0.16608270676691728,3702,35159,362,78885,0.0952626026092998,0.9109251968503937,0.17248689574839837,3794080.9349999996,118073760.399,121867841.334,-63927422.774000004
0.16858395989974936,3699,34695,365,79349,0.09634317862165963,0.9101870078740157,0.17424278110132366,3828662.435,116618014.90900002,120446677.34400003,-62506258.784000024
