t_low,t_high,fraud_loss,customer_loss,op_cost,total_cost,savings,effective_recall,n_challenged,n_blocked,challenge_rate,block_rate,legit_challenged,legit_blocked
0.06,0.4,2527044.13025,82745272.23894,294145.0,85566461.36919,-27626042.809190005,0.9466904527559055,58829,15698,0.4980949639313171,0.13291224980526298,58018,12540
0.06,0.42000000000000004,2648871.95975,78681948.48895001,299020.0,81629840.44870001,-23689421.88870001,0.9448818897637795,59804,14723,0.506350120228943,0.12465709350763708,58944,11614
0.06,0.44,2738515.32575,74340374.02949,303910.0,77382799.35523999,-19442380.795239985,0.9428518700787402,60782,13745,0.5146306770074847,0.1163765367290954,59867,10691
0.06,0.46,2916501.1399999997,70304320.37286,308465.0,73529286.51286,-15588867.952859998,0.9405265748031496,61693,12834,0.5223439563789074,0.10866325735767264,60715,9843
0.06,0.48000000000000004,3012445.8612499996,66896873.30831,312535.0,70221854.16956,-12281435.609559998,0.9385334645669291,62507,12020,0.5292359535340536,0.1017712602025265,61475,9083
0.06,0.5,3152316.536,63461107.364649996,316495.0,66929918.900649995,-8989500.340649992,0.9360236220472441,63299,11228,0.5359416804958174,0.0950655332407627,62199,8359
0.06,0.52,3286335.602,59579633.10717001,320350.0,63186318.709170006,-5245900.149170004,0.9339566929133858,64070,10457,0.5424696040911708,0.08853760964540928,62914,7644
0.06,0.54,3443358.4834999996,56050194.83833,324010.0,59817563.32183,-1877144.7618299946,0.931373031496063,64802,9725,0.5486673214346192,0.08233989230196091,63576,6982
0.06,0.56,3638740.68125,52921603.398779996,327500.0,56887844.080029994,1052574.4799700081,0.9289000984251969,65500,9027,0.5545771666610221,0.07643004707555796,64207,6351
0.06,0.5800000000000001,3846967.9685,49972582.782409996,330600.0,54150150.75091,3790267.8090900034,0.9264271653543307,66120,8407,0.559826599383615,0.07118061435296508,64760,5798
0.06,0.6,3991555.628,47238492.31703,333425.0,51563472.94503,6376945.614970006,0.9241756889763779,66685,7842,0.564610356622752,0.06639685711382802,65264,5294
0.06,0.62,4127230.022,44527339.77048,336320.0,48990889.79248,8949528.767520003,0.9217027559055119,67264,7263,0.5695126494394961,0.061494564297084026,65776,4782
0.06,0.64,4295307.139250001,42310765.85127,338955.0,46945027.99052,10995390.569480002,0.9191929133858268,67791,6736,0.5739746672537,0.05703254648288007,66235,4323
0.06,0.66,4479731.15075,39817172.31813,341635.0,44638538.46888,13301880.091120005,0.9164616141732284,68327,6200,0.5785128865106512,0.05249432722592881,66697,3861
0.06,0.68,4612742.60975,37280252.1414,344075.0,42237069.751150005,15703348.808849998,0.91439468503937,68815,5712,0.5826446980729502,0.048362515663629896,67129,3429
0.06,0.7000000000000001,4862998.012999999,34911482.82753,346685.0,40121165.84052999,17819252.71947001,0.9114050196850393,69337,5190,0.5870643817522945,0.04394283198428557,67570,2988
0.06,0.7200000000000001,5099419.9399999995,32668275.813329995,349065.0,38116760.75332999,19823657.80667001,0.9081200787401574,69813,4714,0.5910945913909303,0.03991262234564975,67957,2601
0.06,0.74,5346408.014,30495099.984849997,351180.0,36192687.998849995,21747730.561150007,0.9052042322834646,70236,4291,0.5946760592000542,0.03633115453652589,68301,2257
0.06,0.76,5611529.580499999,28444498.724290006,353405.0,34409433.304790005,23530985.255209997,0.9018454724409448,70681,3846,0.5984437972025604,0.03256341653401971,68655,1903
0.06,0.78,5887391.46125,26672030.216469996,355220.0,32914641.677719995,25025776.882280007,0.8987450787401575,71044,3483,0.6015172553933688,0.0294899583432113,68934,1624
0.06,0.8,6119074.354250001,25073309.22727,357140.0,31549523.58152,26390894.978480004,0.8954232283464567,71428,3099,0.6047685169505876,0.026238696785992482,69228,1330
0.06,0.8200000000000001,6360485.50325,23762049.23542,358775.0,30481309.73867,27459108.821330003,0.892433562992126,71755,2772,0.6075371693704067,0.023470044366173334,69474,1084
0.06,0.8400000000000001,6655510.357249999,22368630.008369997,360440.0,29384580.365619995,28555838.194380008,0.8891486220472441,72088,2439,0.6103566227520575,0.02065059098452264,69718,840
0.06,0.86,6937305.878,21024482.432049997,362035.0,28323823.310049996,29616595.249950007,0.8850885826771654,72407,2120,0.6130575405561012,0.017949673180478885,69927,631
0.06,0.88,7212037.864999999,20237876.919049997,363235.0,27813149.784049995,30127268.775950007,0.8820620078740157,72647,1880,0.615089579029363,0.01591763470721712,70085,473
0.06,0.9,7544485.387250001,19579967.12078,364430.0,27488882.508029997,30451536.051970005,0.878001968503937,72886,1641,0.6171131506756528,0.013894063060927287,70214,344
0.06,0.92,7691592.8735,19005378.620689996,365425.0,27062396.494189996,30878022.065810006,0.8742002952755905,73085,1442,0.6187980492430657,0.01220916449351441,70310,248
0.06,0.9400000000000001,7960051.46,18641156.148339994,366450.0,26967657.608339995,30972760.951660007,0.8695497047244094,73290,1237,0.62053374877231,0.01047346496426999,70389,169
0.06,0.9600000000000001,8241097.88825,18504619.59044,367505.0,27113222.478690002,30827196.08131,0.8638287401574803,73501,1026,0.622320249263386,0.008686964473194026,70445,113
0.06,0.98,8692959.4385,18415934.964319993,369640.0,27478534.40281999,30461884.15718001,0.8502829724409449,73928,599,0.6259355843803976,0.005071629356182477,70505,53
0.08,0.08,1261595.945,287631804.48399997,0.0,288893400.42899996,-230952981.86899996,0.9655511811023622,0,64225,0.0,0.543781962271819,0,60301
0.08,0.1,1362032.3795,260068168.33795998,39825.0,261470025.71745998,-203529607.15745997,0.9634104330708662,7965,56260,0.06743827683137467,0.47634368544044436,7907,52394
0.08,0.12000000000000001,1484377.47425,234872659.99949998,72450.0,236429487.47374997,-178489068.91374996,0.9617125984251969,14490,49735,0.12268432282317879,0.4210976394486402,14386,45915
0.08,0.13999999999999999,1562531.76275,213693249.14256996,98705.0,215354485.90531996,-157414067.34531996,0.9597563976377952,19741,44484,0.16714363125275172,0.3766383310190673,19584,40717
0.08,0.16,1625208.7115,194266612.18779,120935.0,196012755.89929,-138072337.33929,0.9578001968503937,24187,40038,0.20478714396992584,0.3389948183018932,23977,36324
0.08,0.18,1702468.64525,178250155.90644,139340.0,180091964.55168998,-122151545.99168998,0.9561392716535433,27868,36357,0.23595353405357808,0.3078284282182409,27613,32688
0.08,0.19999999999999998,1802361.66725,162984228.66156998,155370.0,164941960.32882,-107001541.76881999,0.9543676181102363,31074,33151,0.26309818132556645,0.28068378094625257,30771,29530
0.08,0.22,1899968.2295,149471661.59232998,169200.0,151540829.82182997,-93600411.26182997,0.9527066929133858,33840,30385,0.2865174247299082,0.2572645375419108,33492,26809
